Sample Name,Reservoir,Date,Date analyzed,Station,Depth,Rep,Max Fl Ex ,Max Fl Em ,Max Fl ,B,T,A,C,M,N,FI,BIX,HIX,T/B,T/M,T/N,T/C,A/T,A/C,A/M,M/C,C/N
20200221_F27Sep19_0.1R2_Dil.csv,FCR,9/27/2019,2/21/2020,50,0.1,2,300,300,34.94310886,0.242587573,0.293059005,0.331851683,0.139051594,0.172303202,0.210862731,1.457492403,0.748371092,1.621081129,1.208054485,1.700833192,1.389809394,2.10755589,1.132371561,2.386536353,1.925975137,1.239131444,0.659441299
20200221_F27Sep19_5R2_Dil.csv,FCR,9/27/2019,2/21/2020,50,5,2,300,300,55.01577401,0.161500355,0.150883212,0.294566126,0.129934912,0.134438517,0.135823243,1.503104791,0.711852408,1.960576409,0.93425932,1.122321305,1.110879179,1.161221492,1.952278995,2.267028328,2.191084311,1.034660473,0.956647105
20200221_F2Sep19_9R1_Dil.csv,FCR,9/2/2019,2/21/2020,50,9,1,300,300,88.30404726,0.806575332,0.488624581,0.690265902,0.305655577,0.315654312,0.381256382,1.502419531,0.66075443,1.682698436,0.605801543,1.547973725,1.281616792,1.5986117,1.412671259,2.258312802,2.186777991,1.032712425,0.801706125
20200214_F12Aug19_9R1_Dil.csv,FCR,8/12/2019,2/14/2020,50,9,1,305,304,89.48774519,0.106911845,0.172304685,0.678508537,0.322421809,0.279405706,0.216863037,1.550983498,0.71315077,3.7545938,1.611651962,0.61668277,0.794532289,0.534407661,3.93784149,2.104412662,2.428398999,0.866584389,1.486753177
20200214_F12Aug19_5R2_Dil.csv,FCR,8/12/2019,2/14/2020,50,5,2,300,300,88.24610494,0.133644904,0.186950118,0.645355897,0.33896575,0.291410989,0.250768369,1.559084571,0.716277256,4.009824662,1.398857066,0.641534208,0.745509169,0.551530997,3.452021868,1.903897064,2.214590116,0.859706295,1.351708558
20200214_F19Aug19_9R2_Dil.csv,FCR,8/19/2019,2/14/2020,50,9,2,300,300,72.11602341,0.154856395,0.193035815,0.607467727,0.328640806,0.287109549,0.247010121,1.56923733,0.72069884,4.573440589,1.246547261,0.672342023,0.781489495,0.587376281,3.146917207,1.848424527,2.11580468,0.873627204,1.330475063
20200214_F12Aug19_0.1R1_Dil.csv,FCR,8/12/2019,2/14/2020,50,0.1,1,300,300,519.2098131,1.599084095,1.43096773,3.594232326,1.626207763,1.500829919,1.388721791,1.389032578,0.603293942,3.285105583,0.894867089,0.953450962,1.030420736,0.87994152,2.511749392,2.210192577,2.394829875,0.922901706,1.171010474
20200214_F19Aug19_0.1R2_Dil.csv,FCR,8/19/2019,2/14/2020,50,0.1,2,300,300,4632.043393,19.44434047,27.54259463,39.41806364,16.89822774,17.10132113,18.88502578,1.351854409,0.611179935,2.358323859,1.41648387,1.610553619,1.458435639,1.629910252,1.431167403,2.332674423,2.304971841,1.012018621,0.894795058
20200214_F19Aug19_5R1_Dil.csv,FCR,8/19/2019,2/14/2020,50,5,1,300,300,226.0192475,0.738046189,0.735866317,2.2932319,1.239779718,1.040630441,0.965927106,1.64168162,0.703998394,7.410443796,0.997046428,0.707135106,0.761823861,0.59354602,3.116370252,1.84970916,2.203694808,0.839367209,1.28351271
20200224_F3Jun19_INFR2.csv,FCR,6/3/2019,2/24/2020,INF,0.1,2,300,300,24.39557266,0.032314463,0.032468546,0.129774258,0.064892903,0.050647188,0.044484225,1.39633857,0.61765759,4.172037446,1.004768242,0.641073015,0.729888987,0.500340471,3.996922392,1.999822033,2.562319087,0.780473456,1.458784625
