Sample_id,Sample_Name,Reservoir,Date,Station,Depth,Rep,Dilution,Fmax1,Fmax2,Fmax3,Fmax4
237,p_F4Oct19_5.0R1.csv,FCR,10/4/2019,50,5,1,2,0.653599246,0.723103002,1.056102233,0.509047342
115,p_F04Oct19_5m_R2.csv,FCR,10/4/2019,50,5,2,1,0.484923063,0.563986907,1.024081819,0.24126021
238,p_F4Oct19_9.0R1.csv,FCR,10/4/2019,50,9,1,1,0.268720265,0.486394909,0.057732962,0.161705383
117,p_F04Oct19_9m_R2.csv,FCR,10/4/2019,50,9,2,1,0.269216727,0.469764038,0.092128668,0.235900861
116,p_F04Oct19_99_R1.csv,FCR,10/4/2019,99,0.1,1,1,0.561683586,0.45436735,0.050884663,0.109471773
108,p_F04Oct19_100_R2.csv,FCR,10/4/2019,100,0.1,2,1,0.633651921,0.418249919,0.24386523,0.461334455
109,p_F04Oct19_101_R2.csv,FCR,10/4/2019,101,0.1,2,1,0.692974234,0.335760587,0.864463967,0.363582647
110,p_F04Oct19_102_R2.csv,FCR,10/4/2019,102,0.1,2,1,0.157484287,0.123742546,0.390537363,0.198830402
111,p_F04Oct19_200_R2.csv,FCR,10/4/2019,200,0.1,2,1,1.142271686,1.164252076,0.965666654,0.123799644
127,p_F16Oct19_Surf_R1.csv,FCR,10/16/2019,50,0.1,1,1,0.517077032,0.74648516,0.505831439,0.629941707
125,p_F16Oct19_5m_R2.csv,FCR,10/16/2019,50,5,2,1,0.63618285,0.865484344,0.643058271,0.658935783
126,p_F16Oct19_9m_R2.csv,FCR,10/16/2019,50,9,2,1,0.265952758,0.421633591,0.493039581,0.268635399
185,p_F23Oct19_Surf_R2.csv,FCR,10/23/2019,50,0.1,2,1,0.582103348,0.770834967,0.315153275,0.499814574
183,p_F23Oct19_5m_R2.csv,FCR,10/23/2019,50,5,2,1,0.545021555,0.747999318,0.25702742,0.455545062
184,p_F23Oct19_9m_R2.csv,FCR,10/23/2019,50,9,2,1,0.335297304,0.524135127,0.341023288,0.273278573
233,p_F30Oct19_Surf_R1.csv,FCR,10/30/2019,50,0.1,1,1,0.610384299,0.582784603,1.256310465,0.924951461
231,p_F30Oct19_5m_R2.csv,FCR,10/30/2019,50,5,2,1,0.470100347,0.738263746,0.692996071,0.343353879
232,p_F30Oct19_9m_R2.csv,FCR,10/30/2019,50,9,2,1,0.366110608,0.674303586,0.276150639,0.253616278
247,p_F8Nov19_0.1R1.csv,FCR,11/8/2019,50,0.1,1,2,0.556583232,0.788252232,0.285036326,0.508857985
249,p_F8Nov19_5.0R2.csv,FCR,11/8/2019,50,5,2,2,0.572713073,0.809537583,0.264928111,0.499879709
250,p_F8Nov19_9.0R2.csv,FCR,11/8/2019,50,9,2,2,0.595421534,0.812022652,0.391786631,0.479449292
248,p_F8Nov19_100_R2.csv,FCR,11/8/2019,100,0.1,2,1,0.446892411,0.358458741,0.261520345,0.074025931
159,p_F20Nov19_Surf_R2.csv,FCR,11/20/2019,50,0.1,2,1,0.572351194,0.757351948,0.306492135,0.408695571
157,p_F20Nov19_5m_R1.csv,FCR,11/20/2019,50,5,1,1,0.56483762,0.793818784,0.49062911,0.34469141
158,p_F20Nov19_9m_R1.csv,FCR,11/20/2019,50,9,1,1,0.59239275,0.757981814,0.381244852,0.456040344
93,p_B30Mar20_01_R2.csv,BVR,3/30/2020,1,0.1,2,1,0.346158611,0.444656072,0.178581273,0.216024922
96,p_B30Mar20_20_R1.csv,BVR,3/30/2020,20,0.1,1,1,0.341243454,0.4360978,0.141374092,0.229392157
97,p_B30Mar20_30_R2.csv,BVR,3/30/2020,30,0.1,2,1,0.356806058,0.471351378,0.267761817,0.242921454
98,p_B30Mar20_45_R2.csv,BVR,3/30/2020,45,0.1,2,1,0.332422509,0.437356505,0.246389052,0.215966263
99,p_B30Mar20_50_R2.csv,BVR,3/30/2020,50,0.1,2,1,0.362962722,0.47893235,0.417709525,0.212010218
94,p_B30Mar20_100_R2.csv,BVR,3/30/2020,100,0.1,2,1,0.371144798,0.257894413,0.560940702,0.050562675
95,p_B30Mar20_200_R1.csv,BVR,3/30/2020,200,0.1,1,1,0.463368097,0.527710844,0.266898416,0.210495952
143,p_F19Mar20_01_R2.csv,FCR,3/30/2020,1,0.1,2,1,0.481183616,0.611418008,0.069178955,0.199519462
151,p_F19mar20_20_R2.csv,FCR,3/30/2020,20,0.1,2,1,0.518458113,0.631587337,0.272840457,0.220925082
147,p_F19Mar20_30_R2.csv,FCR,3/30/2020,30,0.1,2,1,0.484838658,0.591281935,0.074882785,0.213533181
148,p_F19Mar20_45_R1.csv,FCR,3/30/2020,45,0.1,1,1,0.482924986,0.583185142,0.292767812,0.22718702
220,p_F30Mar20_50_R2.csv,FCR,3/30/2020,50,0.1,2,1,0.487024104,0.56172158,0.1890831,0.217577002
149,p_F19Mar20_99_R2.csv,FCR,3/30/2020,99,0.1,2,1,0.504131056,0.389484504,0.352050361,0.101859417
150,p_F19mar20_100_R1.csv,FCR,3/30/2020,100,0.1,1,1,0.573998533,0.325452343,0.449928352,0.136844277
144,p_F19Mar20_101_R2.csv,FCR,3/30/2020,101,0.1,2,1,0.471075408,0.329672644,0.39500771,0.079099846
145,p_F19Mar20_102_R2.csv,FCR,3/30/2020,102,0.1,2,1,0.027592891,0.067565337,0.492740479,0.027565427
146,p_F19Mar20_200_R1.csv,FCR,3/30/2020,200,0.1,1,1,0.841529616,0.777824324,0.529298449,0.088359151
