Date,Station,Depth,Fmax1,Fmax2,Fmax3,Fmax4,BIX,HIX,T/B,A/C,M/C,ch4_umolL,co2_umolL,TN_ugL,TP_ugL,NH4_ugL,NO3NO2_ugL,SRP_ugL,DOC_mgL,DIC_mgL,DC_mgL,DN_mgL,temp,DO,chla,Flora_ugL,Flow_cms,Rain_Total_mm,ShortwaveRadiationUp_Average_W_m2
2019-05-16T05:00:00Z,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2622205385,220.30197985,654,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845555555555555,NA,NA,NA
2019-05-20T05:00:00Z,50,0.1,0.380854366,0.422255323,0.212690314,0.158447545,0.616941031,3.687472329,1.199662953,2.126973176,0.887574342,0.43566017749999997,10.287841444,118.5,4.8,11,3,0,2.6,3.1,5.7,0.1,22.9,9.54,NA,4.206,NA,0,1187
2019-05-20T05:00:00Z,50,5,0.397623166,0.459405013,0.110138404,0.218340199,0.630853183,3.238124716,1.040071532,2.041729375,0.859759906,0.161700142,82.83508537,379,3.8,11,3,2,2.2,3.2,5.4,0.1,10.8,9.25,NA,13.562307692307693,NA,NA,NA
2019-05-20T05:00:00Z,50,9,0.363599104,0.43781770800000003,0.153762475,0.203457178,0.677825223,2.775884567,1.195872837,2.05614213,0.877369019,0.13787811900000002,227.1639959,501,54,61,3,3,1.7,3.4,5.1,0.2,8.6,3.75,NA,8.496666666666666,NA,NA,NA
2019-05-20T05:00:00Z,100,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.10158e-4,20.937373025,330,21.9,8,68,7,1.8,2.5,4.2,0.15,NA,NA,NA,NA,0.028773608716752885,NA,NA
2019-05-20T05:00:00Z,200,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3699046325,90.11698569500001,351,80,32,42,5,2.3,4.8,7,0.2,NA,NA,NA,NA,NA,NA,NA
2019-05-23T05:00:00Z,50,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557389132,10.546884115000001,357,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1047
2019-05-23T05:00:00Z,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030674205,115.71392990000001,223.5,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-23T05:00:00Z,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08965376450000001,206.85993525,380,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-27T05:00:00Z,50,0.1,0.355620251,0.424565693,0.124432193,0.085983455,0.606625848,4.951573739,0.794433507,2.105247524,0.851571889,0.423215991,10.939937815,139.5,6,7,3,2,2.6,3.4,6.1,0.1,22.2666666666667,8.63,NA,4.566,NA,0.254,1102
2019-05-27T05:00:00Z,50,5,0.400756918,0.482724304,0.131285327,0.086748946,0.624429485,5.797929381,0.918059437,1.965967526,0.776618162,0.061453028,66.25638695,186,6.3,9,0,4,1.4,2.8,4.2,0.1,11.4,7.67,NA,13.840833333333334,NA,NA,NA
2019-05-27T05:00:00Z,50,9,0.5551048599999999,0.6645630815,0.192737411,0.20486375099999998,0.6438182375,3.851499382,0.8592376105,2.0766365535,0.88594295,0.326457493,246.3519414,213,9.8,23,3,2,2,3.5,5.5,0.1,8.7,2.21,NA,6.0458823529411765,NA,NA,NA
2019-05-27T05:00:00Z,100,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09715e-4,22.406809844999998,433.5,33.8,13,44,9,2.9,2,4.9,0.1,NA,NA,NA,NA,0.024787588764666347,NA,NA
2019-05-27T05:00:00Z,200,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31960142,100.110685865,553.5,150.6,32,3,4,2.6,4.7,7.4,0.2,NA,NA,NA,NA,NA,NA,NA
2019-05-30T05:00:00Z,50,0.1,0.410394876,0.505253198,0.076063188,0.29746765,0.628283755,2.268591513,0.826690506,2.144585051,0.990363988,0.42792744699999996,10.7634676305,242.8,6.9,14,3,2,4,2.3,6.2,0.15,NA,NA,NA,NA,NA,0,1162
2019-05-30T05:00:00Z,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1542191925,40.877121025,387,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-30T05:00:00Z,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2855197005,235.90949365,385.5,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-30T05:00:00Z,100,0.1,0.326720106,0.305441914,0.138416946,0.16154142,0.641638113,3.127668689,1.144916862,2.014363191,0.872016854,NA,NA,148.5,13.3,3,64,7,3.7,1.4,5.1,0.1,NA,NA,NA,NA,0.02066156380489048,NA,NA
2019-05-30T05:00:00Z,200,0.1,0.878359447,0.803972602,0.129630797,0.284350373,0.534144862,3.900593353,1.342349181,1.975036539,0.708501435,NA,NA,235.5,42.1,27,25,6,1.6,4,5.6,0.2,NA,NA,NA,NA,NA,NA,NA
