Date,Station,Depth,ch4_umolL,co2_umolL
2019-09-11T05:00:00Z,50,5,17.6507872,719.6716621
2019-09-11T05:00:00Z,50,9,0.029640237,679.4654019
2019-09-11T05:00:00Z,100,0.1,0.029456602499999998,39.55567498
2019-09-20T05:00:00Z,50,0.1,0.8465831135,51.343925694999996
2019-09-20T05:00:00Z,50,5,59.166716675,580.4580505
2019-09-20T05:00:00Z,50,9,0.025264035,746.8001836
2019-09-20T05:00:00Z,100,0.1,0.020091218,29.913132160000004
2019-09-27T05:00:00Z,50,0.1,0.266816412,48.079559175
2019-09-27T05:00:00Z,50,5,43.76372203,686.73231065
2019-09-27T05:00:00Z,50,9,0.5717476115,708.5111808
2019-09-27T05:00:00Z,100,0.1,0.0149709025,44.860959595
2019-10-11T05:00:00Z,50,0.1,0.061983271,41.372935235
2019-10-11T05:00:00Z,50,5,63.97355362500001,636.6473425500001
2019-10-11T05:00:00Z,50,9,0.029531608,847.6397466
2019-10-11T05:00:00Z,100,0.1,0.035454482999999995,26.68257975
2019-10-16T05:00:00Z,50,0.1,0.15837352999999998,67.480316285
2019-10-16T05:00:00Z,50,5,22.57514277,625.10980855
2019-10-16T05:00:00Z,50,9,0.0459889235,886.57518125
2019-10-16T05:00:00Z,100,0.1,0.020150706,35.90660503
2019-10-23T05:00:00Z,50,0.1,0.0673604135,78.597952905
2019-10-23T05:00:00Z,50,5,0.058980451,84.58338741
2019-10-23T05:00:00Z,50,9,0.021668927499999997,725.67299915
2019-10-23T05:00:00Z,100,0.1,0.013617439,29.69640441
2019-10-25T05:00:00Z,50,5,0.013255342,391.58936055000004
2019-10-25T05:00:00Z,50,9,0.0166952645,639.03373255
2019-10-28T05:00:00Z,50,0.1,0.264532652,185.31971105
2019-10-28T05:00:00Z,50,5,0.033408634,407.09516805
2019-10-28T05:00:00Z,50,9,0.0253649045,567.1253616500001
2019-10-30T05:00:00Z,50,0.1,0.245894995,256.92843845
