"time","depth","temp","DO","chla"
2019-06-13,0.418,21.5417,8.9999,1.9372
2019-06-13,0.44,21.5415,9.0071,1.9662
2019-06-13,0.461,21.5394,9.0123,2.0228
2019-06-13,0.483,21.5344,9.0182,2.0585
2019-06-13,0.507,21.5265,9.0254,2.0596
2019-06-13,0.525,21.5202,9.0314,2.0616
2019-06-13,0.537,21.5136,9.0276,2.1095
2019-06-13,0.549,21.5019,9.0046,2.1964
2019-06-13,0.56,21.4906,8.97,2.2452
2019-06-13,0.569,21.4842,8.9383,2.2487
2019-06-13,0.578,21.4793,8.9133,2.2476
2019-06-13,0.588,21.4752,8.8963,2.2492
2019-06-13,0.597,21.4741,8.8913,2.2421
2019-06-13,0.607,21.4753,8.8969,2.2305
2019-06-13,0.617,21.4765,8.9078,2.2212
2019-06-13,0.623,21.4776,8.9184,2.1999
2019-06-13,0.625,21.4771,8.9223,2.1889
2019-06-13,0.626,21.4753,8.9168,2.1933
2019-06-13,0.628,21.4749,8.9069,2.2008
2019-06-13,0.634,21.4761,8.9009,2.2192
2019-06-13,0.646,21.478,8.9031,2.2337
2019-06-13,0.666,21.4809,8.916,2.2456
2019-06-13,0.69,21.4833,8.9422,2.2505
2019-06-13,0.712,21.486,8.9781,2.2409
2019-06-13,0.728,21.4934,9.0135,2.2339
2019-06-13,0.743,21.4959,9.0374,2.2352
2019-06-13,0.763,21.4912,9.0421,2.2388
2019-06-13,0.787,21.4869,9.0263,2.2598
2019-06-13,0.812,21.4809,8.9973,2.3166
2019-06-13,0.841,21.4714,8.9662,2.3618
2019-06-13,0.871,21.4614,8.942,2.3635
2019-06-13,0.898,21.4522,8.9307,2.3554
2019-06-13,0.917,21.4411,8.9322,2.3499
2019-06-13,0.932,21.4309,8.942,2.349
2019-06-13,0.947,21.4257,8.9553,2.3624
2019-06-13,0.962,21.4213,8.9686,2.3894
2019-06-13,0.974,21.4151,8.9811,2.4156
2019-06-13,0.987,21.4086,8.9915,2.4192
2019-06-13,1.003,21.4024,8.9959,2.416
2019-06-13,1.016,21.3923,8.9917,2.4117
2019-06-13,1.024,21.3742,8.9835,2.384
2019-06-13,1.031,21.355,8.9782,2.3595
2019-06-13,1.041,21.344,8.9785,2.357
2019-06-13,1.05,21.3413,8.9839,2.3368
2019-06-13,1.058,21.3354,8.9924,2.289
2019-06-13,1.066,21.3233,9.0044,2.2559
2019-06-13,1.072,21.3134,9.0204,2.2499
2019-06-13,1.078,21.3086,9.0386,2.2509
2019-06-13,1.092,21.307,9.0579,2.2758
2019-06-13,1.113,21.3079,9.0775,2.3257
2019-06-13,1.129,21.306,9.0936,2.3507
2019-06-13,1.136,21.2923,9.1037,2.3532
2019-06-13,1.144,21.2757,9.1108,2.3646
2019-06-13,1.157,21.2646,9.1161,2.3751
2019-06-13,1.175,21.2547,9.1159,2.3683
2019-06-13,1.199,21.2401,9.1109,2.36
2019-06-13,1.223,21.2177,9.1059,2.3789
2019-06-13,1.238,21.1902,9.1007,2.4144
2019-06-13,1.246,21.1603,9.0951,2.434
2019-06-13,1.257,21.1344,9.0936,2.4345
2019-06-13,1.279,21.1182,9.1036,2.4288
2019-06-13,1.303,21.1066,9.1322,2.4258
2019-06-13,1.321,21.0934,9.1749,2.424
2019-06-13,1.332,21.0712,9.221,2.4165
2019-06-13,1.341,21.0421,9.2687,2.3867
2019-06-13,1.35,21.0161,9.3196,2.3403
2019-06-13,1.36,20.997,9.366,2.3155
2019-06-13,1.368,20.9855,9.4022,2.3125
2019-06-13,1.373,20.9723,9.4332,2.3121
2019-06-13,1.377,20.9578,9.4622,2.3105
2019-06-13,1.381,20.9588,9.4832,2.3105
2019-06-13,1.386,20.9726,9.4941,2.312
2019-06-13,1.394,20.9823,9.5001,2.3113
2019-06-13,1.402,20.9868,9.503,2.3363
2019-06-13,1.409,20.9864,9.502,2.3895
2019-06-13,1.419,20.9715,9.4973,2.4251
2019-06-13,1.433,20.9517,9.4889,2.4301
2019-06-13,1.448,20.9334,9.4769,2.3797
2019-06-13,1.462,20.9241,9.4664,2.2925
2019-06-13,1.472,20.944,9.4606,2.2515
2019-06-13,1.477,20.9596,9.4587,2.2481
2019-06-13,1.484,20.9563,9.4646,2.2422
2019-06-13,1.494,20.9664,9.4804,2.2419
2019-06-13,1.506,20.9862,9.4995,2.2449
2019-06-13,1.52,20.9988,9.5125,2.2433
2019-06-13,1.533,20.9929,9.5176,2.2572
2019-06-13,1.543,20.9674,9.5156,2.291
2019-06-13,1.552,20.9306,9.5064,2.314
2019-06-13,1.564,20.9036,9.4927,2.3183
2019-06-13,1.584,20.9002,9.4775,2.317
2019-06-13,1.608,20.8938,9.4625,2.3854
2019-06-13,1.633,20.8741,9.4509,2.5295
2019-06-13,1.655,20.8444,9.4462,2.6111
2019-06-13,1.676,20.8001,9.4526,2.6186
2019-06-13,1.699,20.7568,9.4708,2.6022
2019-06-13,1.722,20.7266,9.4957,2.5696
2019-06-13,1.74,20.6956,9.5202,2.554
2019-06-13,1.752,20.6526,9.5372,2.5517
2019-06-13,1.764,20.6083,9.5464,2.5676
2019-06-13,1.777,20.5739,9.5543,2.5987
2019-06-13,1.792,20.5528,9.5653,2.6076
2019-06-13,1.809,20.5377,9.5769,2.6144
2019-06-13,1.824,20.5227,9.5828,2.6377
2019-06-13,1.839,20.5164,9.5839,2.6557
2019-06-13,1.858,20.5155,9.5881,2.6664
2019-06-13,1.876,20.5104,9.6014,2.6714
2019-06-13,1.887,20.5022,9.6219,2.6555
2019-06-13,1.895,20.4931,9.6454,2.6228
2019-06-13,1.903,20.4836,9.6701,2.6053
2019-06-13,1.913,20.4789,9.6952,2.6079
2019-06-13,1.92,20.4849,9.719,2.6114
2019-06-13,1.923,20.4886,9.7369,2.6132
2019-06-13,1.925,20.4858,9.7464,2.612
2019-06-13,1.927,20.4849,9.7492,2.606
2019-06-13,1.929,20.4848,9.7481,2.6014
2019-06-13,1.932,20.4901,9.7454,2.5994
2019-06-13,1.937,20.4991,9.7398,2.6069
2019-06-13,1.942,20.5074,9.7304,2.6229
2019-06-13,1.945,20.5184,9.7203,2.6203
2019-06-13,1.951,20.5277,9.7125,2.6097
2019-06-13,1.964,20.5328,9.7056,2.6162
2019-06-13,1.98,20.5363,9.6974,2.6204
2019-06-13,1.994,20.5407,9.6907,2.6174
2019-06-13,2.002,20.538,9.6872,2.605
2019-06-13,2.006,20.5147,9.6862,2.575
2019-06-13,2.01,20.4847,9.6895,2.5504
2019-06-13,2.015,20.467,9.6951,2.5497
2019-06-13,2.025,20.4651,9.6989,2.6183
2019-06-13,2.041,20.4766,9.6984,2.7383
2019-06-13,2.062,20.4806,9.6869,2.7968
2019-06-13,2.089,20.4656,9.6659,2.7963
2019-06-13,2.116,20.4271,9.6504,2.7927
2019-06-13,2.136,20.364,9.6495,2.779
2019-06-13,2.149,20.3091,9.6598,2.7522
2019-06-13,2.159,20.2751,9.6768,2.7285
2019-06-13,2.17,20.2414,9.6978,2.7176
2019-06-13,2.187,20.2051,9.7201,2.7072
2019-06-13,2.21,20.185,9.7392,2.69
2019-06-13,2.23,20.1512,9.7476,2.6829
2019-06-13,2.243,20.0918,9.7402,2.682
2019-06-13,2.249,20.0327,9.7177,2.6881
2019-06-13,2.255,19.964,9.6876,2.7135
2019-06-13,2.264,19.9104,9.6647,2.7282
2019-06-13,2.272,19.8819,9.6633,2.7192
2019-06-13,2.278,19.8653,9.6902,2.6738
2019-06-13,2.283,19.8624,9.7455,2.5954
2019-06-13,2.289,19.8639,9.8195,2.5519
2019-06-13,2.299,19.8572,9.8948,2.5469
2019-06-13,2.313,19.8403,9.9623,2.569
2019-06-13,2.331,19.8229,10.0243,2.6278
2019-06-13,2.35,19.8068,10.083,2.6692
2019-06-13,2.365,19.8058,10.1346,2.6709
2019-06-13,2.379,19.8082,10.1741,2.6658
2019-06-13,2.393,19.7732,10.2004,2.6759
2019-06-13,2.405,19.6933,10.2189,2.6889
2019-06-13,2.411,19.593,10.242,2.6845
2019-06-13,2.414,19.4955,10.2846,2.6833
2019-06-13,2.417,19.3998,10.3545,2.7267
2019-06-13,2.42,19.3148,10.4496,2.8022
2019-06-13,2.423,19.249,10.5703,2.8505
2019-06-13,2.43,19.2002,10.7129,2.8676
2019-06-13,2.445,19.1658,10.8614,2.9222
2019-06-13,2.47,19.1296,11.0091,3.0252
2019-06-13,2.496,19.0696,11.1604,3.0905
2019-06-13,2.517,18.9821,11.313,3.0965
2019-06-13,2.535,18.9206,11.4587,3.0888
2019-06-13,2.551,18.8845,11.5854,3.0843
2019-06-13,2.563,18.8158,11.6802,3.0858
2019-06-13,2.571,18.7502,11.7471,3.0893
2019-06-13,2.578,18.6972,11.8053,3.0656
2019-06-13,2.586,18.6377,11.8681,3.0066
2019-06-13,2.595,18.5836,11.9344,2.9747
2019-06-13,2.61,18.535,11.9955,2.9838
2019-06-13,2.628,18.5073,12.0455,2.9855
2019-06-13,2.644,18.4651,12.0867,2.9952
2019-06-13,2.659,18.3917,12.1299,3.0324
2019-06-13,2.676,18.3229,12.1824,3.054
2019-06-13,2.697,18.2645,12.2399,3.049
2019-06-13,2.724,18.2175,12.2959,3.0584
2019-06-13,2.754,18.1698,12.3448,3.0806
2019-06-13,2.777,18.124,12.3813,3.092
2019-06-13,2.792,18.084,12.4032,3.1001
2019-06-13,2.807,18.0409,12.4055,3.1186
2019-06-13,2.825,18.0115,12.382,3.1419
2019-06-13,2.839,17.9703,12.3353,3.1477
2019-06-13,2.847,17.902,12.2748,3.1462
2019-06-13,2.859,17.847,12.2128,3.1401
2019-06-13,2.879,17.8174,12.1583,3.1177
2019-06-13,2.901,17.8001,12.1134,3.1016
2019-06-13,2.917,17.8024,12.0813,3.1007
2019-06-13,2.928,17.7954,12.0673,3.1154
2019-06-13,2.936,17.7547,12.0735,3.1413
2019-06-13,2.945,17.7133,12.099,3.1534
2019-06-13,2.958,17.6703,12.1395,3.1493
2019-06-13,2.976,17.6135,12.1871,3.1519
2019-06-13,2.996,17.5511,12.2297,3.211
2019-06-13,3.015,17.4767,12.2497,3.3267
2019-06-13,3.034,17.3582,12.2382,3.3974
2019-06-13,3.053,17.1867,12.2036,3.3981
2019-06-13,3.072,17.0021,12.1556,3.378
2019-06-13,3.087,16.8362,12.0975,3.3541
2019-06-13,3.103,16.6921,12.034,3.3435
2019-06-13,3.116,16.578,11.9722,3.3447
2019-06-13,3.126,16.4667,11.9181,3.3601
2019-06-13,3.136,16.3414,11.8734,3.392
2019-06-13,3.15,16.2242,11.8348,3.4086
2019-06-13,3.17,16.1031,11.7933,3.405
2019-06-13,3.193,15.9667,11.7439,3.4005
2019-06-13,3.214,15.8191,11.6875,3.3972
2019-06-13,3.233,15.6723,11.6235,3.3907
2019-06-13,3.25,15.5446,11.5506,3.3824
2019-06-13,3.266,15.454,11.4731,3.3144
2019-06-13,3.285,15.3819,11.3939,3.185
2019-06-13,3.305,15.3117,11.314,3.1185
2019-06-13,3.321,15.236,11.2422,3.1081
2019-06-13,3.333,15.1438,11.1876,3.094
2019-06-13,3.346,15.0719,11.1544,3.1388
2019-06-13,3.362,15.0529,11.1417,3.2328
2019-06-13,3.377,15.0715,11.1408,3.2775
2019-06-13,3.39,15.0861,11.1388,3.2805
2019-06-13,3.402,15.053,11.1279,3.3126
2019-06-13,3.419,14.9617,11.1135,3.3709
2019-06-13,3.44,14.8581,11.1,3.4043
2019-06-13,3.462,14.797,11.0827,3.4214
2019-06-13,3.48,14.7793,11.0587,3.5171
2019-06-13,3.492,14.7411,11.0271,3.6779
2019-06-13,3.504,14.6606,10.9729,3.7619
2019-06-13,3.519,14.5834,10.8809,3.7699
2019-06-13,3.534,14.4974,10.7617,3.8514
2019-06-13,3.547,14.3581,10.6307,4.0198
2019-06-13,3.56,14.2157,10.4934,4.1152
2019-06-13,3.574,14.1318,10.352,4.1284
2019-06-13,3.587,14.0633,10.2086,4.145
2019-06-13,3.598,13.9708,10.0717,4.1687
2019-06-13,3.608,13.8757,9.944,4.1895
2019-06-13,3.617,13.8022,9.8222,4.1884
2019-06-13,3.622,13.7455,9.7059,4.1816
2019-06-13,3.629,13.7007,9.5965,4.1945
2019-06-13,3.644,13.6739,9.4885,4.205
2019-06-13,3.665,13.6519,9.3754,4.2046
2019-06-13,3.688,13.615,9.2626,4.2067
2019-06-13,3.707,13.5475,9.1545,4.2042
2019-06-13,3.722,13.4477,9.0456,4.1924
2019-06-13,3.741,13.3807,8.926,4.1845
2019-06-13,3.765,13.3812,8.7925,4.1957
2019-06-13,3.79,13.348,8.6464,4.2321
2019-06-13,3.817,13.2233,8.4874,4.2776
2019-06-13,3.846,13.0954,8.3144,4.3046
2019-06-13,3.874,13.0201,8.1232,4.3071
2019-06-13,3.899,12.9261,7.914,4.2724
2019-06-13,3.922,12.7678,7.6945,4.2151
2019-06-13,3.935,12.5975,7.4716,4.1952
2019-06-13,3.938,12.472,7.2465,4.206
2019-06-13,3.94,12.4008,7.0238,4.2058
2019-06-13,3.944,12.3652,6.8185,4.2013
2019-06-13,3.953,12.3457,6.6469,4.1955
2019-06-13,3.968,12.3279,6.5144,4.1872
2019-06-13,3.986,12.3033,6.4182,4.1879
2019-06-13,4.002,12.2759,6.3519,4.161
2019-06-13,4.019,12.2425,6.3058,4.0964
2019-06-13,4.042,12.2016,6.2693,4.0659
2019-06-13,4.068,12.1632,6.2328,4.0699
2019-06-13,4.092,12.1071,6.1845,4.014
2019-06-13,4.113,12.0183,6.11,3.9102
2019-06-13,4.132,11.9197,6.0035,3.855
2019-06-13,4.148,11.8254,5.8571,3.8329
2019-06-13,4.164,11.7223,5.655,3.746
2019-06-13,4.178,11.6343,5.3976,3.603
2019-06-13,4.187,11.5499,5.1001,3.5253
2019-06-13,4.19,11.4999,4.7759,3.5258
2019-06-13,4.195,11.511,4.4471,3.5487
2019-06-13,4.201,11.5292,4.1426,3.5763
2019-06-13,4.207,11.5762,3.8848,3.5905
2019-06-13,4.212,11.5722,3.684,3.5905
2019-06-13,4.219,11.5027,3.5453,3.6024
2019-06-13,4.227,11.4417,3.47,3.6304
2019-06-13,4.232,11.3776,3.4468,3.6429
2019-06-13,4.237,11.3173,3.4584,3.6412
2019-06-13,4.248,11.3052,3.4904,3.6451
2019-06-13,4.265,11.3263,3.5334,3.6545
2019-06-13,4.283,11.2908,3.5804,3.6597
2019-06-13,4.298,11.2308,3.6254,3.6558
2019-06-13,4.311,11.2146,3.6707,3.6504
2019-06-13,4.321,11.2453,3.7188,3.6559
2019-06-13,4.326,11.3183,3.7696,3.6605
2019-06-13,4.328,11.3953,3.8284,3.6456
2019-06-13,4.333,11.4324,3.9019,3.6323
2019-06-13,4.346,11.4346,3.986,3.6821
2019-06-13,4.364,11.4505,4.0705,3.779
2019-06-13,4.382,11.4918,4.1504,3.8244
2019-06-13,4.396,11.4351,4.2259,3.8139
2019-06-13,4.407,11.2277,4.3052,3.7132
2019-06-13,4.418,10.9952,4.4023,3.5349
2019-06-13,4.429,10.8231,4.525,3.4357
2019-06-13,4.439,10.7136,4.6811,3.4148
2019-06-13,4.446,10.6551,4.8738,3.4121
2019-06-13,4.451,10.6398,5.0846,3.439
2019-06-13,4.46,10.6741,5.2853,3.4887
2019-06-13,4.475,10.7402,5.4498,3.5268
2019-06-13,4.49,10.7638,5.5596,3.5267
2019-06-13,4.504,10.7135,5.6182,3.4616
2019-06-13,4.518,10.6178,5.6529,3.3547
2019-06-13,4.535,10.5114,5.6859,3.2921
2019-06-13,4.553,10.4419,5.7254,3.2681
2019-06-13,4.568,10.4218,5.7864,3.1778
2019-06-13,4.578,10.3933,5.8794,3.0236
2019-06-13,4.584,10.356,5.9953,2.9379
2019-06-13,4.59,10.3469,6.1169,2.922
2019-06-13,4.599,10.3467,6.2338,2.902
2019-06-13,4.613,10.3457,6.3306,2.8775
2019-06-13,4.63,10.348,6.3942,2.8685
2019-06-13,4.645,10.3451,6.4293,2.8705
2019-06-13,4.654,10.3215,6.4451,2.8501
2019-06-13,4.663,10.2937,6.4524,2.8122
2019-06-13,4.678,10.2788,6.4574,2.7948
2019-06-13,4.699,10.2689,6.4622,2.7959
2019-06-13,4.722,10.255,6.4695,2.7813
2019-06-13,4.744,10.2421,6.483,2.6529
2019-06-13,4.765,10.2305,6.5034,2.4398
2019-06-13,4.787,10.2166,6.5254,2.3292
2019-06-13,4.812,10.2088,6.5455,2.3127
2019-06-13,4.834,10.1996,6.5625,2.266
2019-06-13,4.851,10.1889,6.5817,2.1814
2019-06-13,4.863,10.1817,6.6032,2.1304
2019-06-13,4.872,10.1772,6.6185,2.1263
2019-06-13,4.878,10.1754,6.6296,2.114
2019-06-13,4.881,10.1751,6.6407,2.0774
2019-06-13,4.883,10.1774,6.6475,2.0658
2019-06-13,4.885,10.1815,6.6461,2.0776
2019-06-13,4.886,10.18535,6.6326,2.10235
2019-06-13,4.889,10.1847,6.6129,2.1271
2019-06-13,4.898,10.1842,6.5962,2.1207
2019-06-13,4.915,10.1858,6.5777,2.0907
2019-06-13,4.935,10.1869,6.5608,2.0331
2019-06-13,4.952,10.192,6.55,2.0041
2019-06-13,4.966,10.2032,6.5444,2.0095
2019-06-13,4.976,10.2168,6.5408,2.0118
2019-06-13,4.984,10.2266,6.5399,2.0057
2019-06-13,4.992,10.2151,6.5423,2.0053
2019-06-13,5.007,10.1932,6.5495,2.0158
2019-06-13,5.034,10.1803,6.5603,2.0193
2019-06-13,5.063,10.1715,6.5712,2.013
2019-06-13,5.084,10.1654,6.582,2.0007
2019-06-13,5.095,10.1654,6.5945,1.9918
2019-06-13,5.104,10.1706,6.6091,2.0013
2019-06-13,5.116,10.173,6.6212,2.0367
2019-06-13,5.134,10.179,6.6255,2.0908
2019-06-13,5.158,10.1901,6.6268,2.1265
2019-06-13,5.183,10.1878,6.6308,2.1304
2019-06-13,5.204,10.1753,6.6358,2.0858
2019-06-13,5.225,10.1684,6.6385,2.0028
2019-06-13,5.249,10.1683,6.6381,1.9594
2019-06-13,5.271,10.1666,6.6355,1.9523
2019-06-13,5.289,10.161,6.6334,1.9251
2019-06-13,5.3,10.1559,6.6314,1.8902
2019-06-13,5.307,10.1532,6.6268,1.8775
2019-06-13,5.318,10.1521,6.6206,1.8842
2019-06-13,5.338,10.1511,6.6169,1.8847
2019-06-13,5.363,10.1506,6.6172,1.8572
2019-06-13,5.388,10.1503,6.6198,1.8203
2019-06-13,5.409,10.1509,6.6235,1.811
2019-06-13,5.429,10.153,6.6274,1.8228
2019-06-13,5.448,10.1556,6.6304,1.8413
2019-06-13,5.467,10.1573,6.6319,1.862
2019-06-13,5.485,10.157,6.6314,1.874
2019-06-13,5.502,10.1564,6.6285,1.882
2019-06-13,5.518,10.1572,6.6256,1.8717
2019-06-13,5.538,10.1582,6.6217,1.845
2019-06-13,5.558,10.1591,6.6141,1.8278
2019-06-13,5.574,10.1598,6.6052,1.8196
2019-06-13,5.584,10.1588,6.5934,1.825
2019-06-13,5.594,10.1572,6.5793,1.832
2019-06-13,5.608,10.1561,6.5689,1.8262
2019-06-13,5.624,10.1545,6.562,1.8234
2019-06-13,5.643,10.1536,6.5561,1.8248
2019-06-13,5.665,10.1543,6.5526,1.8259
2019-06-13,5.685,10.157,6.5527,1.8282
2019-06-13,5.7,10.1612,6.5553,1.8262
2019-06-13,5.714,10.1634,6.5559,1.8188
2019-06-13,5.732,10.1651,6.551,1.8085
2019-06-13,5.752,10.1657,6.5472,1.8059
2019-06-13,5.774,10.1623,6.5469,1.8131
2019-06-13,5.798,10.1584,6.546,1.8166
2019-06-13,5.82,10.1566,6.5469,1.814
2019-06-13,5.838,10.1551,6.5552,1.8076
2019-06-13,5.853,10.1537,6.5711,1.8009
2019-06-13,5.864,10.1533,6.587,1.8016
2019-06-13,5.87,10.1528,6.599,1.808
2019-06-13,5.877,10.1525,6.6104,1.8081
2019-06-13,5.887,10.1534,6.6214,1.8036
2019-06-13,5.899,10.1519,6.6317,1.8059
2019-06-13,5.912,10.145,6.6422,1.8274
2019-06-13,5.928,10.138,6.6522,1.8642
2019-06-13,5.945,10.1336,6.6614,1.8864
2019-06-13,5.957,10.1313,6.668,1.8872
2019-06-13,5.966,10.1311,6.6717,1.8828
2019-06-13,5.976,10.1332,6.6739,1.8765
2019-06-13,5.991,10.1348,6.6729,1.8714
2019-06-13,6.006,10.1355,6.6672,1.8736
2019-06-13,6.021,10.1377,6.6599,1.8769
2019-06-13,6.037,10.1383,6.6542,1.8934
2019-06-13,6.053,10.1359,6.6497,1.926
2019-06-13,6.065,10.1332,6.6459,1.9411
2019-06-13,6.076,10.1306,6.6439,1.9461
2019-06-13,6.087,10.1293,6.6438,1.9521
2019-06-13,6.097,10.1301,6.645,1.9449
2019-06-13,6.104,10.13,6.6488,1.9369
2019-06-13,6.111,10.1291,6.6547,1.9333
2019-06-13,6.121,10.1285,6.6607,1.9273
2019-06-13,6.132,10.128,6.6695,1.9158
2019-06-13,6.14,10.1274,6.6809,1.898
2019-06-13,6.149,10.1273,6.6897,1.8857
2019-06-13,6.164,10.1278,6.6973,1.8713
2019-06-13,6.184,10.1277,6.7042,1.8453
2019-06-13,6.201,10.1274,6.7071,1.8237
2019-06-13,6.212,10.1271,6.7076,1.8182
2019-06-13,6.218,10.1269,6.7064,1.8388
2019-06-13,6.224,10.1269,6.7024,1.874
2019-06-13,6.237,10.1268,6.6961,1.8885
2019-06-13,6.257,10.1267,6.6862,1.8835
2019-06-13,6.279,10.1268,6.6737,1.8826
2019-06-13,6.298,10.1269,6.6632,1.8694
2019-06-13,6.312,10.1274,6.6562,1.8365
2019-06-13,6.321,10.129,6.6507,1.8146
2019-06-13,6.326,10.1301,6.6462,1.8128
2019-06-13,6.336,10.1298,6.6415,1.8063
2019-06-13,6.352,10.1291,6.6392,1.7782
2019-06-13,6.372,10.129,6.6443,1.7506
2019-06-13,6.399,10.1286,6.651,1.742
2019-06-13,6.429,10.1299,6.6529,1.7259
2019-06-13,6.453,10.1341,6.6518,1.6862
2019-06-13,6.467,10.1349,6.6516,1.6519
2019-06-13,6.476,10.133,6.652,1.632
2019-06-13,6.482,10.1322,6.651,1.6107
2019-06-13,6.486,10.132,6.65,1.5852
2019-06-13,6.488,10.1316,6.6495,1.5742
2019-06-13,6.492,10.1316,6.6479,1.5826
2019-06-13,6.508,10.1331,6.6479,1.5991
2019-06-13,6.545,10.1351,6.6499,1.6261
2019-06-13,6.587,10.1354,6.6484,1.6409
2019-06-13,6.611,10.1329,6.6449,1.6303
2019-06-13,6.618,10.1301,6.6438,1.6199
2019-06-13,6.625,10.13,6.6447,1.5849
2019-06-13,6.634,10.1312,6.6475,1.5181
2019-06-13,6.641,10.1318,6.6541,1.4799
2019-06-13,6.651,10.133,6.6611,1.4695
2019-06-13,6.666,10.1348,6.6641,1.4881
2019-06-13,6.685,10.1352,6.6655,1.5397
2019-06-13,6.7,10.1342,6.6675,1.5744
2019-06-13,6.709,10.1343,6.6685,1.5781
2019-06-13,6.714,10.1347,6.6682,1.5577
2019-06-13,6.717,10.1327,6.6691,1.5279
2019-06-13,6.719,10.13395,6.676675,1.518175
2019-06-13,6.72,10.1517,6.6867,1.5134
2019-06-13,6.723,10.167,6.6904,1.5179
2019-06-13,6.73,10.185,6.6904,1.5238
2019-06-13,6.736,10.2038,6.6859,1.5417
2019-06-13,6.741,10.2209,6.6811,1.5773
2019-06-13,6.746,10.2233,6.6756,1.5912
2019-06-13,6.755,10.2193,6.6686,1.5877
2019-06-13,6.765,10.2204,6.6624,1.6141
2019-06-13,6.773,10.2133,6.658,1.6752
2019-06-13,6.783,10.2002,6.6565,1.7107
2019-06-13,6.8,10.1972,6.6563,1.7056
2019-06-13,6.818,10.1881,6.6558,1.6743
2019-06-13,6.828,10.1738,6.6574,1.6192
2019-06-13,6.83,10.1692,6.6605,1.5848
2019-06-13,6.831,10.1669,6.6651,1.5783
2019-06-13,6.832,10.1658,6.6715,1.584
2019-06-13,6.833,10.1654,6.676,1.6101
2019-06-13,6.837,10.1683,6.6778,1.6345
2019-06-13,6.845,10.1751,6.6785,1.636
2019-06-13,6.854,10.1749,6.6793,1.6284
2019-06-13,6.861,10.1669,6.6793,1.6298
2019-06-13,6.865,10.16335,6.672,1.6375
2019-06-13,6.867,10.1655,6.6655,1.6461
2019-06-13,6.876,10.1697,6.6648,1.6312
2019-06-13,6.899,10.1748,6.6631,1.5987
2019-06-13,6.935,10.1754,6.6613,1.5739
2019-06-13,6.967,10.1663,6.6597,1.5653
2019-06-13,6.979,10.1515,6.6599,1.5381
2019-06-13,6.981,10.1399,6.6649,1.4788
2019-06-13,6.989,10.1352,6.6732,1.4458
2019-06-13,6.999,10.1371,6.6816,1.443
2019-06-13,7.002,10.1422,6.6897,1.5003
2019-06-13,7.003,10.1403,6.6868,1.4625
2019-06-13,7.005,10.1455,6.6941,1.5178
2019-06-13,7.01,10.1477,6.6982,1.5178
2019-06-13,7.017,10.1492,6.6986,1.5445
2019-06-13,7.027,10.1541,6.6955,1.6063
2019-06-13,7.039,10.1583,6.6918,1.6488
2019-06-13,7.049,10.1582,6.6878,1.6598
2019-06-13,7.063,10.1567,6.6841,1.6713
2019-06-13,7.083,10.154,6.6807,1.6916
2019-06-13,7.11,10.1487,6.6774,1.7058
2019-06-13,7.138,10.1411,6.6766,1.7132
2019-06-13,7.16,10.1378,6.6785,1.7197
2019-06-13,7.176,10.1389,6.6816,1.6978
2019-06-13,7.196,10.1375,6.6855,1.6566
2019-06-13,7.221,10.1339,6.6897,1.6464
2019-06-13,7.246,10.1296,6.6903,1.6524
2019-06-13,7.261,10.1244,6.6854,1.6427
2019-06-13,7.271,10.1197,6.6798,1.6334
2019-06-13,7.284,10.1177,6.6741,1.6354
2019-06-13,7.301,10.1175,6.668,1.6406
2019-06-13,7.314,10.1165,6.6648,1.6266
2019-06-13,7.319,10.1156,6.6632,1.5964
2019-06-13,7.324,10.1158,6.663,1.5785
2019-06-13,7.337,10.1162,6.6665,1.5755
2019-06-13,7.35,10.1198,6.672,1.5777
2019-06-13,7.356,10.1247,6.6772,1.5787
2019-06-13,7.359,10.1255,6.6816,1.5788
2019-06-13,7.364,10.1254,6.6836,1.5787
2019-06-13,7.373,10.1262,6.6851,1.5774
2019-06-13,7.388,10.1267,6.6886,1.5814
2019-06-13,7.41,10.1288,6.6893,1.5836
2019-06-13,7.434,10.1334,6.6859,1.5773
2019-06-13,7.454,10.1361,6.6847,1.5741
2019-06-13,7.471,10.1317,6.6853,1.5881
2019-06-13,7.487,10.1253,6.6856,1.6175
2019-06-13,7.502,10.1215,6.6867,1.6337
2019-06-13,7.512,10.1189,6.6882,1.628
2019-06-13,7.521,10.1168,6.6903,1.5921
2019-06-13,7.534,10.1154,6.6922,1.5387
2019-06-13,7.552,10.115,6.6902,1.5192
2019-06-13,7.567,10.1148,6.6847,1.5218
2019-06-13,7.58,10.1147,6.6793,1.5006
2019-06-13,7.594,10.1145,6.6745,1.462
2019-06-13,7.609,10.1143,6.6697,1.445
2019-06-13,7.618,10.1141,6.667,1.4514
2019-06-13,7.621,10.1139,6.6675,1.453
2019-06-13,7.624,10.1135,6.6696,1.4472
2019-06-13,7.626,10.1132,6.6707,1.4509
2019-06-13,7.631,10.1134,6.6694,1.4624
2019-06-13,7.641,10.1134,6.6669,1.4742
2019-06-13,7.66,10.1137,6.6656,1.4884
2019-06-13,7.685,10.114,6.6664,1.4959
2019-06-13,7.711,10.114,6.6681,1.5034
2019-06-13,7.734,10.1142,6.6711,1.5108
2019-06-13,7.753,10.114,6.6754,1.489
2019-06-13,7.773,10.1134,6.68,1.4571
2019-06-13,7.79,10.1134,6.6841,1.4542
2019-06-13,7.804,10.1135,6.6867,1.4627
2019-06-13,7.818,10.1136,6.6872,1.4741
